City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,Ishigaki,24.3448,124.1572,65.59,66,99,16.46,JP,2022-02-06 15:52:12
386,Sikar,27.6167,75.15,61.21,35,0,6.46,IN,2022-02-06 15:52:12
387,Baherden,38.4362,57.4316,41.9,57,72,2.1,TM,2022-02-06 15:51:55
388,Myre,69.1036,15.9492,33.71,65,93,14.81,NO,2022-02-06 15:52:12
389,Thompson,55.7435,-97.8558,-38.04,67,20,0.0,CA,2022-02-06 15:52:13
390,Ancud,-41.8697,-73.8203,74.23,67,9,6.31,CL,2022-02-06 15:52:13
391,Waverly,42.7392,-84.6208,26.02,66,100,12.66,US,2022-02-06 15:52:13
392,Nizwa,22.9333,57.5333,71.67,43,1,5.32,OM,2022-02-06 15:52:14
393,Kirkland Lake,48.1446,-80.0377,13.03,79,100,11.1,CA,2022-02-06 15:52:14
394,Chadiza,-14.0678,32.4392,66.9,92,91,0.85,ZM,2022-02-06 15:52:14
395,Vao,-22.6667,167.4833,79.66,85,90,2.17,NC,2022-02-06 15:51:27
396,Beloha,-25.1667,45.05,74.86,92,100,21.7,MG,2022-02-06 15:52:15
397,Jyvaskyla,62.2415,25.7209,32.36,95,100,10.36,FI,2022-02-06 15:52:15
398,Pangody,65.85,74.4859,-20.99,100,64,1.72,RU,2022-02-06 15:52:15
399,Benguela,-12.5763,13.4055,80.33,60,70,9.01,AO,2022-02-06 15:52:16
400,Townsville,-19.25,146.8,74.28,78,100,6.91,AU,2022-02-06 15:48:55
401,Deputatskiy,69.3,139.9,-33.11,99,82,4.29,RU,2022-02-06 15:52:16
402,Darasun,51.6667,114.0,7.34,100,97,2.95,RU,2022-02-06 15:52:16
403,Vilhena,-12.7406,-60.1458,84.42,61,40,6.91,BR,2022-02-06 15:52:17
404,Sikonge,-5.6333,32.7667,70.41,80,100,4.56,TZ,2022-02-06 15:52:17
405,Fergus Falls,46.283,-96.0776,8.06,80,100,13.8,US,2022-02-06 15:52:17
406,Saint-Francois,46.4154,3.9054,47.64,72,100,13.8,FR,2022-02-06 15:52:01
407,Minsk,53.9,27.5667,31.75,97,100,16.31,BY,2022-02-06 15:52:18
408,Caraballeda,10.6112,-66.8522,86.07,63,20,2.3,VE,2022-02-06 15:52:18
409,Shimoda,34.6667,138.95,35.1,73,71,7.7,JP,2022-02-06 15:52:18
410,San Quintin,30.4833,-115.95,58.57,34,1,0.98,MX,2022-02-06 15:48:36
411,Marovoay,-16.1,46.6333,84.34,87,39,6.91,MG,2022-02-06 15:53:19
412,Mackay,-21.15,149.2,78.78,69,75,20.71,AU,2022-02-06 15:53:19
413,Kosa,59.9445,54.9977,19.65,85,100,9.17,RU,2022-02-06 15:53:19
414,Yumen,40.2833,97.2,14.31,77,7,15.5,CN,2022-02-06 15:53:20
415,Urusha,54.05,122.9,-12.21,96,21,2.91,RU,2022-02-06 15:53:20
416,Katete,-0.7818,29.7544,75.42,42,99,0.98,UG,2022-02-06 15:53:20
417,Sept-Iles,50.2001,-66.3821,4.05,49,20,5.99,CA,2022-02-06 15:50:55
418,Concordia,-31.393,-58.0209,71.67,49,75,16.11,AR,2022-02-06 15:51:01
419,Ciudad Bolivar,8.1222,-63.5497,91.67,42,37,9.37,VE,2022-02-06 15:53:21
420,Batemans Bay,-35.7167,150.1833,64.09,88,96,7.7,AU,2022-02-06 15:53:21
421,Oriximina,-1.7656,-55.8661,83.14,75,90,3.56,BR,2022-02-06 15:53:22
422,Berlevag,70.8578,29.0864,22.8,85,70,23.67,NO,2022-02-06 15:52:37
423,Dabou,5.3256,-4.3769,84.0,68,46,10.13,CI,2022-02-06 15:53:22
424,Namibe,-15.1961,12.1522,79.43,57,40,20.71,AO,2022-02-06 15:53:19
425,Mahuva,21.0914,71.7622,69.8,58,6,10.02,IN,2022-02-06 15:53:23
426,Sire,12.9299,5.2043,89.76,9,0,11.12,NG,2022-02-06 15:53:23
427,Great Bend,38.3645,-98.7648,41.88,61,0,20.71,US,2022-02-06 15:53:23
428,Flinders,-34.5833,150.8552,64.8,84,59,8.99,AU,2022-02-06 15:51:02
429,Camargo,27.6667,-105.1667,50.32,34,6,0.49,MX,2022-02-06 15:53:24
430,Whitehorse,60.7161,-135.0538,30.97,86,20,14.97,CA,2022-02-06 15:53:24
431,Lefka,35.1106,32.8506,57.15,86,94,4.34,CY,2022-02-06 15:53:24
432,Djenne,13.9061,-4.5533,91.11,6,0,5.88,ML,2022-02-06 15:53:25
433,Vyartsilya,62.1764,30.693,26.76,93,100,13.09,RU,2022-02-06 15:53:25
434,San Policarpo,12.1791,125.5072,78.98,80,16,16.49,PH,2022-02-06 15:52:39
435,Dzaoudzi,-12.7887,45.2699,84.09,79,20,17.27,YT,2022-02-06 15:53:25
436,Menongue,-14.6585,17.691,66.52,80,100,6.17,AO,2022-02-06 15:53:08
437,Nyurba,63.2842,118.3319,-3.6,98,100,5.14,RU,2022-02-06 15:53:26
438,Arlit,18.7369,7.3853,83.16,5,0,6.26,NE,2022-02-06 15:53:26
439,Cap Malheureux,-19.9842,57.6142,81.09,80,72,5.01,MU,2022-02-06 15:53:26
440,Cayenne,4.9333,-52.3333,83.08,81,100,5.01,GF,2022-02-06 15:52:21
441,Dryden,49.7833,-92.7503,-0.11,78,75,5.75,CA,2022-02-06 15:53:27
442,Ngunguru,-35.6167,174.5,74.16,99,100,7.2,NZ,2022-02-06 15:53:27
443,Luanda,-8.8368,13.2343,86.0,62,20,11.5,AO,2022-02-06 15:52:01
444,Semnan,35.5729,53.3971,41.88,50,93,2.57,IR,2022-02-06 15:53:27
445,Vandalur,12.8928,80.0808,80.76,78,20,4.61,IN,2022-02-06 15:53:28
446,Yuanping,38.7153,112.7575,27.43,26,100,0.36,CN,2022-02-06 15:53:28
447,Ottawa,45.4112,-75.6981,15.53,66,75,1.01,CA,2022-02-06 15:49:20
448,Songjianghe,42.1859,127.479,0.66,96,43,4.92,CN,2022-02-06 15:53:28
449,Gisborne,-38.6533,178.0042,65.95,97,100,10.31,NZ,2022-02-06 15:53:29
450,Beyneu,45.3167,55.2,28.85,75,81,8.77,KZ,2022-02-06 15:53:29
451,Camacupa,-12.0167,17.4833,70.93,60,87,5.73,AO,2022-02-06 15:53:29
452,Arenapolis,-14.4503,-56.8461,84.61,73,99,4.36,BR,2022-02-06 15:53:29
453,Sibay,52.7181,58.6658,15.6,96,100,6.87,RU,2022-02-06 15:53:30
454,Qaqortoq,60.7167,-46.0333,9.64,56,100,5.53,GL,2022-02-06 15:53:30
455,Tazmalt,36.3868,4.3989,60.78,59,18,5.28,DZ,2022-02-06 15:53:30
456,Chateauroux,46.8167,1.7,49.15,93,100,25.32,FR,2022-02-06 15:53:31
457,Vanavara,60.34,102.2797,-10.61,100,73,2.84,RU,2022-02-06 15:54:31
458,Lom,43.8139,23.2361,47.44,35,2,1.88,BG,2022-02-06 15:54:31
459,San Carlos De Bariloche,-41.1456,-71.3082,73.15,25,0,3.44,AR,2022-02-06 15:54:32
460,Romitan,39.9343,64.3814,40.95,65,100,4.61,UZ,2022-02-06 15:54:32
461,Cockburn Town,21.4612,-71.1419,80.56,47,40,13.8,TC,2022-02-06 15:54:32
462,Shu,43.5983,73.7614,36.37,91,100,9.01,KZ,2022-02-06 15:54:33
463,Kapit,2.0167,112.9333,73.33,98,100,1.5,MY,2022-02-06 15:54:33
464,Methven,-43.6333,171.65,48.92,99,100,1.01,NZ,2022-02-06 15:54:33
465,La Ronge,55.1001,-105.2842,-10.95,77,40,8.05,CA,2022-02-06 15:54:33
466,Muravlenko,63.7898,74.523,-15.99,100,70,7.09,RU,2022-02-06 15:54:34
467,Ferme-Neuve,46.7001,-75.4493,6.58,76,100,11.63,CA,2022-02-06 15:54:34
468,Maniitsoq,65.4167,-52.9,3.65,79,100,15.03,GL,2022-02-06 15:53:43
469,Lata,40.1629,-8.3327,65.35,29,65,6.06,PT,2022-02-06 15:51:10
470,Emba,48.8264,58.1442,18.81,94,100,12.82,KZ,2022-02-06 15:54:35
471,Hobyo,5.3505,48.5268,77.14,68,16,13.8,SO,2022-02-06 15:54:35
472,Usinsk,65.9939,57.5281,-7.1,89,81,7.45,RU,2022-02-06 15:54:35
473,Cabedelo,-6.9811,-34.8339,88.47,56,45,10.13,BR,2022-02-06 15:54:35
474,Kasongo-Lunda,-6.4667,16.8167,76.17,84,88,4.81,CD,2022-02-06 15:54:36
475,North Branch,45.5113,-92.9802,23.4,89,100,10.92,US,2022-02-06 15:54:36
476,Roald,62.5833,6.1333,39.34,65,75,14.97,NO,2022-02-06 15:54:36
477,Bulawayo,-20.15,28.5833,68.18,65,69,9.71,ZW,2022-02-06 15:49:45
478,Pitea,65.3172,21.4794,30.09,97,100,12.53,SE,2022-02-06 15:54:37
479,Barinitas,8.7622,-70.4111,78.28,46,59,2.33,VE,2022-02-06 15:54:37
480,Bucinisu,43.95,24.25,53.35,43,6,3.33,RO,2022-02-06 15:54:37
481,Pula,44.8683,13.8481,50.56,81,75,3.44,HR,2022-02-06 15:54:38
482,Zhangye,38.9342,100.4517,14.83,90,66,3.44,CN,2022-02-06 15:54:38
483,Toowoomba,-27.55,151.9667,59.83,82,10,4.18,AU,2022-02-06 15:54:38
484,Westport,41.1415,-73.3579,25.92,61,58,1.99,US,2022-02-06 15:54:39
485,Gelendzhik,44.5731,38.0747,38.21,71,99,10.0,RU,2022-02-06 15:54:33
486,Boffa,10.1667,-14.0333,91.51,46,5,14.12,GN,2022-02-06 15:54:39
487,Winslow,35.0242,-110.6974,15.98,45,0,0.0,US,2022-02-06 15:54:39
488,Bana,5.1481,10.2762,83.52,15,18,4.65,CM,2022-02-06 15:54:40
489,Kieta,-6.2167,155.6333,80.24,82,98,6.62,PG,2022-02-06 15:54:40
490,Forio,40.7342,13.8646,58.5,87,67,9.17,IT,2022-02-06 15:54:40
491,Tateyama,34.9833,139.8667,37.42,47,36,9.13,JP,2022-02-06 15:54:41
492,Meulaboh,4.1363,96.1285,77.81,87,90,9.26,ID,2022-02-06 15:54:41
493,Camapua,-19.5314,-54.0439,82.94,71,100,3.87,BR,2022-02-06 15:54:41
494,Satipo,-11.2522,-74.6386,72.48,96,100,1.03,PE,2022-02-06 15:54:41
495,Bonavista,48.6499,-53.1147,17.11,69,100,26.22,CA,2022-02-06 15:54:42
496,Jian,27.1172,114.9793,42.96,93,100,6.62,CN,2022-02-06 15:54:42
497,Verkh-Usugli,52.7,115.1667,-8.64,99,71,3.36,RU,2022-02-06 15:54:42
498,Redwater,33.3582,-94.2544,42.22,67,0,4.9,US,2022-02-06 15:54:43
499,Kidero,42.1932,45.9614,10.42,96,100,1.28,RU,2022-02-06 15:54:43
500,Marzuq,14.4,46.4667,70.07,31,28,2.84,YE,2022-02-06 15:54:43
501,Batagay-Alyta,67.8006,130.4114,-25.02,99,100,3.2,RU,2022-02-06 15:54:43
502,Chapada Dos Guimaraes,-15.4606,-55.7497,78.46,68,100,4.03,BR,2022-02-06 15:54:44
503,Ust-Tsilma,65.441,52.1498,12.79,91,64,9.91,RU,2022-02-06 15:55:35
504,Muroto,33.2833,134.15,40.26,54,3,14.14,JP,2022-02-06 15:55:44
505,Muzhi,65.3667,64.6667,-18.85,100,78,0.51,RU,2022-02-06 15:55:44
506,Partizanske,48.6286,18.3846,42.39,90,98,5.32,SK,2022-02-06 15:55:45
507,Shorapur,16.5167,76.75,76.41,30,12,7.67,IN,2022-02-06 15:55:45
508,Lakes Entrance,-37.8811,147.981,53.58,88,2,7.87,AU,2022-02-06 15:55:45
509,Lensk,60.7253,114.9278,9.54,97,100,2.44,RU,2022-02-06 15:52:23
510,Santa Maria,-29.6842,-53.8069,74.5,60,75,5.75,BR,2022-02-06 15:55:46
511,Yabrud,33.9674,36.6574,42.46,73,45,1.99,SY,2022-02-06 15:55:46
512,Mosquera,4.7059,-74.2302,60.89,72,75,5.75,CO,2022-02-06 15:55:46
513,Manggar,-2.8833,108.2667,78.98,85,92,8.41,ID,2022-02-06 15:55:47
514,Poum,-20.2333,164.0167,79.32,83,100,9.15,NC,2022-02-06 15:55:47
515,Kashan,33.9831,51.4364,49.57,36,0,3.44,IR,2022-02-06 15:55:47
516,Aripuana,-9.1667,-60.6333,85.24,70,81,1.48,BR,2022-02-06 15:55:47
517,Hisar,29.1667,75.7167,56.7,57,3,8.57,IN,2022-02-06 15:55:48
518,Kedrovyy,56.1667,91.8167,21.61,92,100,4.05,RU,2022-02-06 15:55:48
519,Clarence Town,-32.5833,151.7833,68.99,88,97,3.67,AU,2022-02-06 15:55:48
520,Baena,37.6167,-4.3225,67.66,47,30,4.45,ES,2022-02-06 15:55:49
521,Kenai,60.5544,-151.2583,21.15,90,0,0.0,US,2022-02-06 15:50:56
522,Akyab,20.15,92.9,66.43,53,100,16.71,MM,2022-02-06 15:55:49
523,Inuvik,68.3499,-133.7218,-14.76,76,100,2.3,CA,2022-02-06 15:55:49
524,Portel,-1.9356,-50.8211,80.26,86,100,3.11,BR,2022-02-06 15:55:50
525,Asfi,32.2994,-9.2372,65.82,63,16,20.24,MA,2022-02-06 15:51:07
526,Denizli,37.8402,29.0698,42.6,62,14,2.04,TR,2022-02-06 15:55:50
527,Rongcheng,30.634,117.8517,35.64,99,100,3.91,CN,2022-02-06 15:55:50
528,Hasaki,35.7333,140.8333,27.0,39,0,23.87,JP,2022-02-06 15:52:35
529,Sayat,38.7839,63.8803,42.67,50,97,7.34,TM,2022-02-06 15:55:51
530,Challapata,-18.9,-66.7667,52.74,56,26,7.0,BO,2022-02-06 15:55:51
531,Lodwar,3.1191,35.5973,93.99,19,59,4.45,KE,2022-02-06 15:55:51
532,Senneterre,48.3835,-77.2328,8.82,91,100,12.3,CA,2022-02-06 15:55:52
533,Hofn,64.2539,-15.2082,32.02,51,0,18.41,IS,2022-02-06 15:55:52
534,Cruz Grande,16.7333,-99.1333,83.35,41,2,1.97,MX,2022-02-06 15:55:52
535,Talcahuano,-36.7167,-73.1167,73.08,53,0,8.05,CL,2022-02-06 15:55:52
536,Champerico,14.3,-91.9167,91.76,60,7,4.97,GT,2022-02-06 15:55:53
537,Gazli,40.1333,63.45,40.66,57,100,8.77,UZ,2022-02-06 15:55:53
538,Otane,-39.8833,176.6333,56.39,97,100,7.99,NZ,2022-02-06 15:55:53
539,Great Falls,47.5002,-111.3008,36.41,74,75,14.97,US,2022-02-06 15:53:35
540,Ocos,14.5094,-92.1933,91.72,55,6,4.52,GT,2022-02-06 15:55:54
541,Gannan,47.9147,123.5031,2.55,82,84,6.06,CN,2022-02-06 15:55:54
542,Te Anau,-45.4167,167.7167,39.97,93,2,1.59,NZ,2022-02-06 15:55:54
543,Aitape,-3.1374,142.3475,78.91,87,100,6.11,PG,2022-02-06 15:55:55
544,Kamenka,51.3223,42.7678,21.74,97,100,6.69,RU,2022-02-06 15:55:55
545,Tomatlan,19.9333,-105.25,78.8,38,4,1.48,MX,2022-02-06 15:54:39
546,Poso,-1.3959,120.7524,78.06,81,98,3.51,ID,2022-02-06 15:55:55
547,Solnechnyy,50.7214,136.6319,-2.52,99,99,1.63,RU,2022-02-06 15:55:55
548,Along,28.1667,94.7667,49.62,96,62,1.07,IN,2022-02-06 15:55:56
549,Ixtapa,20.7,-105.2,77.38,46,29,2.37,MX,2022-02-06 15:55:56
550,Katsuura,35.1333,140.3,37.51,44,5,12.19,JP,2022-02-06 15:55:56
551,Alanya,36.5438,31.9998,54.54,55,73,3.51,TR,2022-02-06 15:56:57
552,Tagusao,9.1924,117.8141,78.03,82,100,6.02,PH,2022-02-06 15:56:57
553,Alice Springs,-23.7,133.8833,63.95,82,0,0.0,AU,2022-02-06 15:56:57
554,Hami,42.8,93.45,28.08,28,79,15.59,CN,2022-02-06 15:56:58
555,Killybegs,54.6333,-8.45,46.11,65,100,27.31,IE,2022-02-06 15:56:58
556,Ponta Delgada,37.7333,-25.6667,65.12,82,40,14.97,PT,2022-02-06 15:56:58
557,Clinton,42.587,-82.9199,26.4,72,9,4.0,US,2022-02-06 15:56:19
558,Rorvik,64.8621,11.2373,35.71,75,75,12.66,NO,2022-02-06 15:56:59
559,Brenham,30.1669,-96.3977,47.43,74,0,0.0,US,2022-02-06 15:55:55
560,Ekhabi,53.5102,142.9671,-0.4,93,100,20.65,RU,2022-02-06 15:56:59
561,Caucaia,-3.7361,-38.6531,87.75,70,40,12.66,BR,2022-02-06 15:53:37
562,Sassandra,4.95,-6.0833,85.03,64,53,10.89,CI,2022-02-06 15:56:59
563,Senno,59.5336,33.9167,21.25,93,100,8.48,RU,2022-02-06 15:57:00
564,Ojinaga,29.5667,-104.4167,40.15,41,0,0.0,MX,2022-02-06 15:57:00
565,Naze,28.3667,129.4833,51.66,66,100,11.83,JP,2022-02-06 15:53:22
566,Monopoli,40.9559,17.2896,59.14,79,44,9.1,IT,2022-02-06 15:57:00
567,Petropavlivka,48.4564,36.4367,30.9,91,100,8.25,UA,2022-02-06 15:57:01
568,Maple Creek,49.9168,-109.4848,36.01,64,94,3.44,CA,2022-02-06 15:57:01
569,Naduvattam,11.4833,76.5667,54.07,86,67,3.2,IN,2022-02-06 15:57:01
570,Formiga,-20.4644,-45.4264,68.5,95,100,6.02,BR,2022-02-06 15:57:01
571,Sechura,-5.5569,-80.8222,79.56,59,92,9.46,PE,2022-02-06 15:57:02
572,Necochea,-38.5473,-58.7368,63.03,79,94,21.32,AR,2022-02-06 15:57:02
573,Puerto Madryn,-42.7692,-65.0385,72.05,42,2,15.48,AR,2022-02-06 15:57:03
574,Pointe Michel,15.25,-61.3833,82.69,69,12,12.01,DM,2022-02-06 15:57:03
575,Lieksa,63.3167,30.0167,26.06,89,100,17.29,FI,2022-02-06 15:57:03
576,Pemangkat,1.1667,108.9667,79.03,86,97,6.58,ID,2022-02-06 15:57:03
577,Ipojuca,-8.3989,-35.0639,85.91,49,35,9.91,BR,2022-02-06 15:57:04
578,Belaya Gora,68.5333,146.4167,-42.27,100,74,1.83,RU,2022-02-06 15:57:04
579,Acari,-15.4311,-74.6158,80.69,55,86,9.42,PE,2022-02-06 15:57:04
580,Sao Joao Da Barra,-21.6403,-41.0511,86.09,78,4,16.22,BR,2022-02-06 15:57:05
